pair_id,ESP,SHIWILU
P00000,Ve.,PAKER'
P00001,Vete.,PAKER'
P00002,Vaya.,PAKER'
P00003,Hola.,MA'PU'SIN
P00004,¡Corre!,TEKKER'
P00005,¿Quién?,¿DEN?
P00006,¡Fuego!,¡PEN!
P00007,¡Incendio!,¡UKEÑAN!
P00008,¡Ayuda!,¡KATU'PA'!
P00009,¡Socorro! ¡Auxilio!,¡KATU'PA'! ¡KATU'PA'!
P00010,¡Auxilio!,¡KATU'PA'!
P00011,¡Salta!,¡INDEKKER'!
P00012,¡Para!,¡TA'ITULER'!
P00013,¡Espera!,¡WA'TEN'KER'!
P00014,Esperen.,¡WA'TEN'KU'!
P00015,¡He ganado!,¡KANA'TULEK!
P00016,"¡Oh, no! (masculino)",¡SHAW!
P00017,"¡Oh, no! (femenino)",¡ASHA!
P00018,Sonríe.,YAMER
P00019,Sonrían.,YAMERKU'
P00020,¡Al ataque!,¡PAKU' LLIPU'TUDEK'KUNKU'!
P00021,Levanta. (un objeto),USANKER'
P00022,Levanta. (pararse),YUNSANKER'
P00023,¡Tengo!,¡A'ÑAPALEK!
P00024,¿Entendiste?,¿LACHEK'LA?
P00025,Él corrió.,NANA TEKAKLLI
P00026,Métete adentro.,DA'KER' KINEKLA
P00027,Abrázame.,WIPERI'U
P00028,Me caí.,ANU'LEK
P00029,Salí.,YUNSU'LEK
P00030,Mentí.,TUMU'LEK
P00031,Perdí. (opuesto de ganar),WER'LLIEK
P00032,Perdí. (extraviar),A'WER'LLIEK
P00033,Renuncié.,TA'ITULA'LEK
P00034,Estoy trabajando.,SAKA'TAPALEK
P00035,Tengo diecinueve.,A'ÑAPALEK SHUNKA'ISKUN
P00036,Estoy levantado.,YUNSANSU' ÑAPALEK
P00037,Escucha.,LAU'TER
P00038,Escuché.,LAU'TULEK
P00039,Escuchen.,LAU'TUKU'
P00040,Escucharon.,LAU'TULLINA'
P00041,Estoy escuchando.,LAU'TAPALEK
P00042,Estoy abriendo mi boca.,LAUK'APALEK
P00043,¡Imposible!,¡SAKA'DEK!
P00044,¿En serio?,¿TEKINCHI?
P00045,¿La verdad?,¿TEKINCHI?
P00046,¡Gracias!,¡YUSPEINET'ECHUN!
P00047,Gracias.,YUSPEINET'ECHUN
P00048,Pruébalo. (saborear),LATA'KER
P00049,Pruébalo. (intentar),TEKLE'RIER'
P00050,Lo procuramos.,TEKLE'RIER'CHIDEK
P00051,Ganamos.,KANA'LLIDEK
P00052,Estate tranquilo.,MUSU' ÑAPAKER'
P00053,Sean gentiles.,MUKANKAN ÑIKER'
P00054,Sé agradable.,MUKANKAN ÑIKER'
P00055,Llámame.,PEKLU'U
P00056,Llámanos.,PEKLU'UDEK
P00057,Entre.,DA'KERKER'
P00058,Pase.,DA'KERKER'
P00059,¡Entren!,¡DAKER'KU'!
P00060,Suéltalo.,APU'KER'
P00061,Bájate.,NU'WANKER'
P00062,Sal. ,YUNSUER'
P00063,Sal. ,DAMULA
P00064,Salgan.,YUNSU'KU'
P00065,¡Largo!,¡PAKER'!
P00066,Largo ,SHIN
P00067,¡Vete ya!,¡PAKER'!
P00068,Lárguese.,¡PAKU'!
P00069,Vaya despacio.,PAKER' UTI'LA
P00070,¡Hasta luego!,¡PANTE'CHEK!
P00071,¡Chau!,¡PANTE'CHEK!
P00072,¡Un segundo!,¡IPIA'LASHA!
P00073,Agarra fuertemente.,PILLI'TER' IKERSU'
P00074,Dolor,IKER
P00075,El ají pica,NUKA' IKERLLI
P00076,Él vino.,NANA UK'LLI
P00077,Él renunció.,NANA YUNSU'LLI
P00078,Ayúdame.,KATU'PA'U
P00079,Ayúdanos.,KATU'PA'UDEK
P00080,Espera.,WA'TENKER'
P00081,Resista.,YAN'KATEK'TER'
P00082,Resiste.,YAN'KATEK'TER'
P00083,De acuerdo.,MUETCHUN
P00084,Me incliné.,YEN'NER'LEK'
P00085,Dormí.,WICHI'LEK
P00086,Durmiendo,WICHA'PALEK
P00087,Me voy a dormir,WICHIN'DEK'CHEK
P00088,Voy a dormir,WICHI'ECHEK
P00089,Lo intenté.,TEKLE'RILEK'
P00090,Iré.,PA'ECHEK
P00091,Soy Tom.,NUKA'KU TOM
P00092,Estoy gordo.,WEIPENSU' ÑAPALEK
P00093,Soy gorda.,WEILUNSU' NUKA'KA
P00094,Estoy afectado.,MUIN'SU' ÑAPALEK
P00095,Soy viejo.,TASERPIKU
P00096,Soy tímido.,TEKUA'DANDE'KU
P00097,Estoy mojada.,WIWERAPALEK
P00098,Está bien.,MUPALLI
P00099,Soy yo.,KUA NUKA'KA
P00100,Guárdalo.,SEKDIPERKER'
P00101,"Yo, también.",KUANTA'
P00102,Abre.,EK'KE'CHER'
P00103,¡Perfecto!,¡MUPALLI!
P00104,Nos vemos.,INLLI'TER
P00105,Enséñamelo. (pasar conocimiento),ALEK'U
P00106,Enséñamelo. (muestramelo),ALLI'U
P00107,Muestrame.,ALLI'U
P00108,Hasta luego.,PANTE'CHEK
P00109,Páralo. (poner vertical),A'WANERKER'
P00110,Páralo. (detener),TU'NEKER'
P00111,Deténlo.,TU'NEKER'
P00112,Cógelo.,MAKER'
P00113,Macambo (fruta),MAKER
P00114,Dimelo.,ITU'U
P00115,Tom comió.,TOM WERANPALLI
P00116,Tom corrió.,TOM TEKA'LLI
P00117,Tom ganó.,TOM KANA'TULLI
P00118,Espérame despierto.,WA'TEN'U NANPISU'
P00119,¡Despierta!,¡NANPIKER'!
P00120,Despierta.,NANPIKER'
P00121,Crudo,NANPI
P00122,Vivo,NANPI
P00123,Lo sabemos.,ÑINCHITAPALLIDEK
P00124,Perdimos.,WER'LLIDEK
P00125,Bienvenidos.,MUWENCHA'KU'
P00126,Bienvenidas.,MUWENCHA'KU'
P00127,Bienvenido.,MUWENCHA'KER'
P00128,¿Quién comió?,¿DEN'INA' KA'LLI?
P00129,¿Quién corría?,¿DEN'INA' TEKA'LLI?
P00130,¿Quién corrió?,¿DEN'INA' TEKA'LLI?
P00131,¿Quién ganó?,¿DEN'INA' KANA'TULLI?
P00132,Corre.,TEK'KER'
P00133,Has ganado.,KANA'TULA
P00134,¿Estoy gordo?,¿WEIPENSU' ÑAPALEK?
P00135,Pregúntale.,LEK'KER'
P00136,Pregúntales.,LEK'KER'
P00137,Apártate.,PAKER' ÑILUPA'
P00138,Sé fuerte.,NANTAPITEK' ÑIKER'
P00139,Sea breve.,EMPU'NI YALUNTA'
P00140,Sean breves.,EMPU'NI YALUNTAMA'
P00141,Estate quieto.,YALENMEKTA'
P00142,Anímate.,NANTA'PIKER
P00143,Venga.,WENCHER'
P00144,Ven a beber,UENCHER'
P00145,¡Cálmate!,¡TUNA'KER'!
P00146,Espósale.,TENPU'KER'
P00147,Arregla esto.,ASU' TEKDI'PER'KER'
P00148,Abajo.,DAWIK'
P00149,Túmbate.,ANU'KER'
P00150,¡Piérdete!,¡WER'KER'!
P00151,¡Piénsalo bien!,¡MUSU' LLI'INUTER'!
P00152,Adelante. (ingresa),DA'ENCHER'
P00153,Adelante. (parte superior),EKTER
P00154,Adelántante,EKTE'CHER'
P00155,Se adelantará.,EKTE'CHECHU
P00156,Se adelantarán.,EKTE'CHECHUNA'
P00157,Entra.,DA'ENCHER'
P00158,Entren.,DA'ENCHA'KU'
P00159,¡Buen trabajo!,¡MUSA'KA'TUNA!
P00160,Agárralo.,PILLI'TER'
P00161,Diviértanse.,SAKEK'KU'
P00162,Pásala bien.,MUSU'NAKUKER'
P00163,Pásenla bien.,MUSU'NAKUKU'
P00164,Él habló.,NANA LUNÑI
P00165,Él prueba.,NANA LATA'LLI
P00166,Ayúdalo.,KATU'PER'
P00167,Buenas.,MULUSA'
P00168,¡Qué encanto!,¡EMPU'NI MUSHIPA'!
P00169,Compláceme.,A'SAKEK'U
P00170,¡Date prisa!,¡WIUKER'!
P00171,Apresúrate.,WIUKER'
P00172,Estoy viejo.,TASERPIKU'
P00173,Puedo ir.,YENNITULEK PA'AK
P00174,Lo hice.,NU'TULEK
P00175,Fracasé.,A'APER'LEK'
P00176,Lo olvidé.,PINANER'LEK'
P00177,Lo entiendo.,LACHEK'APALEK
P00178,Lo tengo.,A'ÑAPALEK
P00179,Me niego.,LUWANCHI'NEK
P00180,Renuncio.,YUNSU'LEK'
P00181,Lo vi.,LLI'LEK
P00182,Sonreí.,YAMERLADALEK'
P00183,Reí.,YAMERLEK'
P00184,Me quedé.,LLIYA'LEK'
P00185,Esperé.,WA'TEN'NEK'
P00186,Yo pagaré.,KUA PANWILEK'TE'CHEK'
P00187,He vuelto.,ADENCHA'LEK
P00188,Soy calvo.,NUWEK'MUTU'KU
P00189,Estoy calvo.,NUWEK'MUTU' ÑAPALEK
P00190,Estoy calmado.,TUNA'SU' ÑAPALEK
P00191,Está calmando. (dolor),LATADA'PILALLI
P00192,Estoy tranquilo. (estoy bien),U'CHIMUÑAPALEK
P00193,He terminado.,A'TA'WANTULEK
P00194,Soy justo. (soy bueno),MUKANKANKU'
P00195,Soy bueno. (hacer bien algo),U'CHIMUKU
P00196,Estoy perfectamente.,U'CHIMUINCHI ÑAPALEK
P00197,¡Soy libre!,¡INAPIKU!
P00198,Estoy lleno.,MER'SU' ÑAPALEK
P00199,Estoy llena.,MER'SU' ÑAPALEK
P00200,Estoy aquí.,ASEK' ÑAPALEK
P00201,Estoy herido.,CHACHA'LEK ÑAPALEK
P00202,Llego tarde.,ERWA' EKTU'LEK
P00203,Soy vago.,PERCHEK' NUKA'KA
P00204,Estoy perdida.,WER'SU' ÑAPALEK
P00205,Soy malo. (maldad),MUKANKAINPU' NUKA'KA
P00206,Soy malo. (hacer mal las cosas),MUI'NEK
P00207,Soy pobre.,KULLIKER'WI'NEK
P00208,Soy rica.,WAPU' KULLIKER'WANEK
P00209,Soy rico.,WAPU' KULLIKER'WANEK
P00210,Estoy enferma.,KALUWI'SU' ÑAPALEK
P00211,Soy delgado. (masculino),SHAMU'PENSU' NUKA'KA
P00212,Soy delgada. (femenino),SHAMU'LUNSU' NUKA'KA
P00213,Estoy limpio.,PEKUIPI ÑAPALEK
P00214,Estoy calientito.,UKAPISHA ÑAPALEK
P00215,Estoy caliente.,UKAPISU' ÑAPALEK
P00216,Estoy débil.,MUDINUI'SU' ÑAPALEK
P00217,Soy listo.,IÑER' ÑINCHITAPALEK
P00218,Estoy listo. (preparado),INSEK'DIPERPIKU' NUKA'KA
P00219,Gané.,KANA'TULEK
P00220,Eso ayuda.,NANA KATU'PATULLI
P00221,Duele.,IKERLLI
P00222,Funciona.,SAKA'TULLI.
P00223,Es Tom.,TOM NUKA'A
P00224,Es divertido.,WA'DANPINTEK
P00225,Es suyo.,KENMAKIN NUKA'A
P00226,Es nuevo.,NALU' NUKA'A
P00227,Es extraño.,NERPI'LA NUKA'A
P00228,Es viejo.,NAPI'DA' NUKA'A
P00229,Es rojo.,PIPERSU' NUKA'A
P00230,Es triste.,WE'INU NUKA'A
P00231,Prohibido pasar.,KU'LA NAKUI'NCHU
P00232,No entrar.,KU'LA DAI'NCHU
P00233,Déjalo.,TAI'TULER'
P00234,Déjame.,TAI'TULA'U
P00235,Déjanos.,TAI'TULA'UDEK
P00236,Vamos.,PA'A
P00237,Cuidado.,LLI'KER'LLIA'
P00238,Cásate conmigo.,SADAKER' KUALEK'
P00239,¿Puedo ir?,¿YEN'NITULEK PA'AK?
P00240,Ella vino.,NANA UK'LLI
P00241,Ella murió.,NANA CHIMIÑI
P00242,Ella corre.,NANA TEKA'LLI
P00243,Siéntate.,DU'KER'
P00244,Mes. ,DUKER
P00245,Luna,DUKER
P00246,Siéntate aquí.,DU'KER' ASEK
P00247,Prepárate.,INSEK'DIPER'KER'
P00248,Un momento.,WA'TENKER'
P00249,Parate,WANERKER'
P00250,¡De pie!,¡WANERKER'!
P00251,¡Genial!,¡U'CHIMU!
P00252,Ellos ganaron.,NAWA' KANA'TULLINA'
P00253,Tom vino.,TOM UK'LLI
P00254,Dia.,UKLLI
P00255,Tom mintió.,TOM TUMU'LLI
P00256,Tomás miente.,TOMAS TUMU'PALLI
P00257,Tom perdió.,TOM KANA'CHI'ÑI
P00258,Tom pagó.,TOM PANWILEK'TULLI
P00259,Tom renunció.,TOM YUNSU'LLI
P00260,Tom nadó.,TOM IDUÑI
P00261,Tom lloró.,TOM WELLIEK'LLI
P00262,Demasiado tarde.,NAKUSUIN'CHI ERWA'
P00263,Prueben esto. (saborear),LATA'KU' ASU'
P00264,Prueba esto. (saborear),LATA'KER' ASU'
P00265,Usa esto.,PATA'KER' ASU'
P00266,Mírame.,LLI'U
P00267,Vigílame.,LUWUK'TU'U
P00268,Obsérvame.,LLI'U
P00269,Obsérvalos.,LLI'DEK'KU'
P00270,Iremos.,PA'ATERWA'
P00271,Estamos bien.,MU'PALLIDEK'
P00272,¿Para qué?,¿MA'KI'NA?
P00273,¡Qué divertido!,¡EMPU'NI WA'DANPINTEK'IPA'!
P00274,¿Quién vino?,¿DEN UK'LLI?
P00275,¿Quién murió?,¿DEN CHIMIÑI?
P00276,¿Quién nadó?,¿DEN IDUÑI?
P00277,Escríbeme.,LLINSER'CHU'U
P00278,Tú primero.,KENMAMENTU
P00279,Usted primero.,KENMAMENTU
P00280,Apunta. ¡Fuego!,TAÑITER' . ¡PEN!
P00281,Respóndeme.,NA'PI'U
P00282,Respóndanme.,NA'PIU'KU
P00283,Jesús.,KISHU
P00284,Cálmate.,TA'TULER'
P00285,Tranquilízate.,TA'TULER'
P00286,Captúralo.,PILLI'TER'
P00287,Captúrenlo.,PILLI'TUKU'
P00288,Atrápenlo.,PILLI'TUKU'
P00289,Atrápalo.,PILLI'TER'
P00290,Vuelve.,ADEN'CHER'
P00291,Ven.,WENCHER'
P00292,Venid aquí.,WENCHER' ASEK
P00293,Vuelve pronto.,ADEN'CHER' WIUK'SU'
P00294,Hazlo ahora.,NU'TER' IPA'LA
P00295,No preguntes.,YALEK'TUTA
P00296,No llores.,YAWELLEKTA
P00297,¡No llores!,¡YAWELLEKTA!
P00298,No lloren.,YAWELLEKTAMA'
P00299,No mientas.,YATUMU'TA
P00300,¡Fantástico!,¡U'CHIMUINCHI!
P00301,¡Es estupendo!,¡U'CHIMUINCHI NUKA'A!
P00302,Sígueme.,TUPI'TU'U
P00303,Síguenos.,TUPI'TU'UDEK
P00304,Olvídame.,PINANER'U
P00305,Olvídenme.,PINANER'U'KU
P00306,Preparense.,INSEK'DIPERKU'
P00307,Agarra esto.,PILLITER' ASU'
P00308,Sonrió.,YAMERLADALLI
P00309,Es rico. (sabor),IYALLI
P00310,Acá estoy.,ASEK' ÑAPALEK
P00311,Sostén esto.,PILLITER' ASU'
P00312,¡Qué horror!,¡IMANAN EMPU'NIPA'!
P00313,¡Qué raro!,¡NERPI'LA EMPU'NIPA'!
P00314,Estoy ocupada.,YEN'NICHI'NEK
P00315,Estoy ocupado.,YEN'NICHI'NEK
P00316,Soy bueno.,MUKANKANKU
P00317,Puedo volar.,YEN'NITULEK PEN'NU'AK'
P00318,Puedo correr.,YEN'NITULEK TEKA'AK'
P00319,Sé correr.,ÑINCHITAPALEK TEKA'AK'
P00320,Quedé inconsciente.,LLIYA'LEK INLLI'INUI'SU'
P00321,Me dieron.,ENKA'LLINER'KU
P00322,Me alcanzaron.,ENKA'LLINER'KU
P00323,Lo odio.,LUYULEK'
P00324,Eso espero.,NANA WA'TEN'NEK'
P00325,Lo sabía.,ÑINCHITUWINEK'
P00326,Me reí.,YAMERLEK'
P00327,Me gusta.,IYATULEK
P00328,¡Lo adoro!,¡TANTE'ÑEK!
P00329,Lo necesito.,LUANTULEK
P00330,Le vi.,LLI'LEK
P00331,Te vi.,LLI'LLIEN
P00332,Me tropecé.,PI'SER'KATULEK
P00333,Cantaré.,TULUNER'ECHEK
P00334,Estoy solo.,KUASHASA' ÑAPALEK
P00335,Estoy enojado.,YUSU' ÑAPALEK
P00336,Estoy despierto.,NANPISU' ÑAPALEK
P00337,Soy ciega.,DAPINANTEK' NUKA'KA
P00338,Soy ciego.,DAPINANTEK' NUKA'KA
P00339,Estoy quebrado.,NUPEK'PI ÑAPALEK
P00340,Estoy loco.,WA'DANPINTEK ÑAPALEK
P00341,Estoy borracho.,LUPERSU' ÑAPALEK
P00342,Estoy tomada.,LUPERSU' ÑAPALEK
P00343,Soy amado.,LUANPI NUKA'KA
P00344,Soy amada.,LUANPI NUKA'KA
P00345,Soy obeso.,WEIPENSU' NUKA'KA
P00346,Soy obesa.,WEILUNSU' NUKA'KA
P00347,Estoy listo.,INSEK'DIPERPI ÑAPALEK
P00348,Lo siento.,WE'INU
P00349,He perdido.,A'WER'LEK
P00350,Ólvidalo.,PINANER'KER'
P00351,¿Está Tom?,¿ÑAPALLI TOM?
P00352,¿Es grave?,¿NU'LA'LLI?
P00353,¿Es malo?,¿MUKANKAN'INPU'?
P00354,¿Está lejos?,¿WEIA'CHA ÑAPALLI?
P00355,¿Eres tú?,¿KENMA'CHA'?
P00356,Se quemó.,UKER'LLI
P00357,Falló.,APER'LLI
P00358,Fracasó.,A'APER'LLI
P00359,Llovió.,U'LANÑI
P00360,Apesta.,ANALLI
P00361,Funcionó.,SAKA'TULLI
P00362,Hace frío.,SANEK'WAÑI
P00363,Está frío.,SANEK'APALLI
P00364,Está fresco.,NALU  ÑAPALLI
P00365,Está oscuro.,KASISER' ÑAPALLI
P00366,¡Está listo!,¡INSEK'DIPERPI ÑAPALLI!
P00367,Es tarde.,ER'WA NUKA'A
P00368,Es agradable. (persona),MUKANKAN
P00369,Es agradable. (sabor),IYALLI
P00370,Se terminó.,TA'WAN'TULLI
P00371,Se acabó.,TEKINEKLLI
P00372,¡Es verdad!,¡TEKKINCHI NUKA'A!
P00373,Es verdad.,TEKKINCHI NUKA'A
P00374,Guarda esto.,SEK'DIPERKER' ASU'
P00375,Guarden esto.,SEK'DIPERKU' ASU'
P00376,Mantente caliente.,UKAPISU' ÑAPER'
P00377,Manténgase caliente.,UKAPISU' ÑAPER'
P00378,Mantente abrigado.,I'SHIWANSU' ÑAPER'
P00379,Manténganse abrigados.,I'SHIWANSU' ÑAPAKU'
P00380,Ahora vete.,PAKER' IPA'LA
P00381,Ahora lárgate.,PAKER' IPA'LA
P00382,¡Suéltame!,¡APU'U!
P00383,¡Déjeme ir!,¡TA'ITULA'U'KU YAPANTA'LEK!
P00384,Déjame entrar.,TA'ITULA'U YADA'LEK
P00385,Déjeme entrar.,TA'ITULA'U YADA'LEK
P00386,Déjanos entrar.,TA'ITULA'UDEK YADA'LLIDEK
P00387,Comamos.,WERANWA'
P00388,Veamos.,LLI'AWA'
P00389,¡Intentémoslo!,¡INTEK'KLIERIWA'!
P00390,Escucha.,LAUK'TER'
P00391,Aflójalo.,APU'KER'
P00392,Suéltala.,APU'KER'
P00393,Aflójala.,APU'KER'
P00394,Deja sitio.,TA'ITER' A'MERCHA
P00395,Deja pasar.,TA'ITER' NAKUI
P00396,¡Buen tiro!,MUSU' DEK'LA
P00397,¡Por supuesto!,TE'KINCHI
P00398,¿Perdona?,TA'ITULAU
P00399,Póntelo.,I'SHI'KER'
P00400,Lee esto.,LUNTUKER' ASU'
P00401,Lea esto.,LUNTUKER' ASU'
P00402,Lean esto.,LUNTUKU' ASU'
P00403,Decí hola.,MA'PU'SIN TUKER'
P00404,Véase arriba.,LI'KER' MUSENKEK
P00405,¡Cogedlo!,PILLI'TER'
P00406,¡Arrestadlo!,PILLI'TER'
P00407,¡Prendedlo!,PILLI'TER'
P00408,Ella anda.,NANA DEKUNDULLI
P00409,Ella camina.,NANA DEKUNDULLI
P00410,Anda.,DEKUNDUNLLI
P00411,Está buena.,MUPALLI
P00412,Firme aquí.,LINSERCHER' ASEK
P00413,Firma esto.,LINSERKER' ASU'
P00414,Sentate ahí.,DU'KER' NANEK
P00415,Tú mantente.,LLIA'KER' KENMA
P00416,Quieto.,DU'LA'KER' 
P00417,Más despacio.,A'PINTA' UTI'LA
P00418,Fuera.,ADIPI
P00419,Aléjate.,ÑILUPA'SHA
P00420,Quedate acá.,ASEK LIA'KER'
P00421,Deténlos.,NANEK LIA'INA'
P00422,Párales.,NANEK LIA'INA'
P00423,¡Cuidate!,INLUUKTER'
P00424,¡Te cuidas!,INLUUKTER'
P00425,Encárgate tú.,KENMA LLI'KER'
P00426,Toma esto.,MA'TA ASU'
P00427,Tome esto.,MA'TA ASU'
P00428,Eso es.,NANA NUKA'A
P00429,¿Entonces qué?,¿NU'PACHIN MA'NEN?
P00430,Cayeron.,ANU'LLINA'
P00431,Perdieron.,KANA'CHI'ÑINA'
P00432,Tomás condujo.,TOMAS EKPA'LLI
P00433,Tom teje.,TOM LANTEÑI
P00434,Tom sabe.,TOM ÑINCHITAPALLI
P00435,Tom nada.,TOM IDUMPALLI
P00436,Tom juró.,TOM TULLI
P00437,Tomás votó.,TOMAS DEK'LLI
P00438,Tom camina.,TOM DEKKUNTULLI
P00439,Tom saludó.,TOM TULLI MA'PU'SIN
P00440,Tomás trabaja.,TOMÁS SAKA'TAPALLI
P00441,Tom irá.,TOM PA'ECHU
P00442,Pruébatelo.,TEKLERIER'
P00443,Espera aquí.,WA'TENTER' ASEK
P00444,Aguarda aquí.,WA'TENTER' ASEK
P00445,Esperen aquí.,WA'TENKU' ASEK
P00446,Fallamos.,APER'LLIDEK
P00447,Nos olvidamos.,PINANER'LLIDEK
P00448,Conversamos.,LUNÑIDEK
P00449,Nosotros esperamos.,KUDA WA'TENTULIDEK
P00450,Después veremos.,NANEKLA LLI'ATERWA'
P00451,Ya veremos.,IPA' LLI'ATERWA'
P00452,¡Hemos ganado!,¡KANA'TULLIDEK!
P00453,¿Qué hay?,¿MA'NEN ÑAPALLI?
P00454,¿Quién es?,¿DEN A'CHA?
P00455,Tú maneja.,KENMA EKPA'KER'
P00456,Tú empieza.,KENMA TENMIANSUER'
P00457,Lo intentaste.,INTEK'LLI'WINA
P00458,Más alto.,A'PINTA' MUSENKEK
P00459,¿Me equivoco?,¿APER'LEK A'CHA?
P00460,¿Estoy equivocada?,¿APER'SUKU A'CHA?
P00461,¿Estás bien?,¿MUPALAN'CHA?
P00462,¿Estás levantado?,¿YUNSANSU' ÑAPALA?
P00463,¡Ten cuidado!,¡LI'KER'LA!
P00464,¡Sé cuidadoso!,¡LI'KER'LA!
P00465,Estate contento.,ÑAPAKER' MUSU'KANKANTUSU'
P00466,Sea paciente.,WA'TENKER' A'MERCHA.
P00467,Sé serio.,YAMERCHA
P00468,Traed comida.,KENCHER' WERAN
P00469,Trae vino.,KENCHER' VINU'
P00470,¿Puedo ayudar?,¿YENNITECHEK KATU'PA'TAK?
P00471,Lleva esto.,EKPA'KER' ASU'
P00472,Comprueba esto.,TEKLERIER' ASU'
P00473,Escoge uno.,WADUNKER' ALA'SA'
P00474,Ven solo.,WENLLER' KENMASA'
P00475,Vente.,WENLLER' 
P00476,Ven temprano.,WENLLER' DASU'LA
P00477,¡Pásale!,ENKA'KER'
P00478,¡Pásenle!,ENKA'KU'
P00479,¡Ven rápido!,¡WENCHER' WIUKSU'!
P00480,¡Vení rápido!,¡WENCHER' WIUKSU'!
P00481,¡Ya párale!,¡PILLI'TER' NANEK!
P00482,¿Fue Tom?,¿TOM ÑIWIÑI?
P00483,No vengas.,YAWENCHA'TA
P00484,¡No salten!,¡YAINDEKTAMA'!
P00485,No miren.,YALLI'TAMA
P00486,No cantes.,YATULUNER'TA
P00487,No canten.,YATULENER'TAMA
P00488,No pares.,YATAITULA'TA
P00489,¡No hables!,¡YALUNTA'!
P00490,No hables.,YALUNTA'
P00491,¡No esperes!,¡YAWA'TENTA!
P00492,¡No esperen!,¡YAWA'TENTUTAMA!
P00493,No esperes.,YAWA'TENTUTA
P00494,No grites.,YALAMAPU'TA
P00495,Come despacio.,WERANKER' UTI'LA
P00496,¡Comé despacio!,¡WERANKER' UTI'LA!
P00497,Síguele.,TUPITER'
P00498,Olvídenlo.,PINANER'KU'
P00499,Perdónenos.,TAITULA'U'KUDEK
P00500,Dios existe.,YUS NAMPIPALLI
P00501,Tosió.,CHINKU'LLI
P00502,Descolgó.,U'NU'WAÑI
P00503,Está arruinado.,SAPUSU' ÑAPALLI
P00504,Él miente.,NANA TUMU'PALLI
P00505,Es inteligente.,ÑINCHIDINUSU'NUKA'A
P00506,Aquí está.,ASEK' ÑAPALLI
