pair_id,ESP,SHIWILU
P00507,Aquí vamos.,ASEK' PA'APILALLIDEK
P00508,"Hey, cálmate.",LAUK'LA TUNA'KER'
P00509,Mantente quieto.,YALENMEKTA
P00510,¡Qué aburrimiento!,¡MUSU' KANKANCHI'NEK!
P00511,¡Qué bonito!,¡EMBU'NI MUSHIPA'!
P00512,¡Encantador!,¡MUPENCHA!
P00513,Lo admito.,YAN'KATEKTULEK
P00514,Estoy aburrida.,MUIN'SU' ÑAPALEK
P00515,Soy feliz,MUSU' NAMPIPALEK
P00516,¡Estoy feliz!,¡MUSU' NAMPIPALEK!
P00517,Puedo saltar.,INNITULEK INDEK'AK
P00518,Sé leer.,ÑINCHITAPALEK LUN'AK
P00519,Puedo cantar.,ÑINCHITAPALEK TULUNER'AK
P00520,Sé nadar.,ÑINCHITAPALEK IDUN'AK
P00521,Lo dudo.,LATEK'IÑEN
P00522,Como aquí.,MAPU'SINA ASEK'
P00523,Lo encontré.,KANANEK
P00524,Me perdí.,AWER'LEK
P00525,Te detesto.,LUYULLIEN
P00526,Te oigo.,LAUK'APALLIEN
P00527,Le ayudo.,KATU'PALEK
P00528,La conozco.,LUWER'CHAPALEK
P00529,Lo conozco.,LUWER'CHAPALEK
P00530,Ahora sé.,IPA'LA ÑINCHITULEK
P00531,Me agradas.,TANTEÑEK
P00532,Me gustó.,TANTENWINEK
P00533,Lo amo.,TANTEÑEK
P00534,Te quiero.,LUANTULLIEN
P00535,Te amo.,LUANTULLIEN
P00536,¡Te amo!,¡LUANTULLIEN!
P00537,Me encantó.,LUWANTULLIEN
P00538,Lo extraño.,LU'WANEK
P00539,Necesito hielo.,LUWANTULEK SANEK
P00540,Prometí.,TUWINEK
P00541,Me acuerdo.,LLI'INUTAPALEK
P00542,Yo recuerdo.,KUA LLI'INUTAPALEK
P00543,Grité.,LAMAPU'LEK
P00544,Yo grité.,KUA LAMAPU'LEK
P00545,Sobreviví.,CHIMINLLINKEKLA NAMPILEK
P00546,Viví,NAMPILEK
P00547,Eso creo.,NANALATEKAPALEK
P00548,Vomité.,ENMU'LEK
P00549,¡Quiero uno!,ALA'SA' LUANTULEK
P00550,¡Quiero una!,ALA'SA' LUANTULEK
P00551,Llegué tarde.,ETU'KERLEK ER'WA
P00552,Lo haré.,NU'TECHEK
P00553,Soy francés.,FRANCES NUKA'KA
P00554,Soy coreano.,KOREANO NUKA'KA
P00555,Soy gemelo.,INSILANPI NUKA'KA
P00556,Estoy comprando.,MAPA'TAPALEK
P00557,Soy torpe.,MA'KIMPU NUKA'KA
P00558,Ahí voy.,NANEK PA'ECHEK
P00559,Estoy comiendo.,WERAMPALEK
P00560,Soy codicioso.,IÑER' LUANTULEK WAPU'
P00561,Me mudaré.,YUNSUE'CHEK
P00562,Estoy asustado.,IMANANTUSU' ÑAPALEK
P00563,Susto.,IMANAN
P00564,Estoy soltero.,KU'APER'WI'NEK
P00565,Estoy flacucho.,SHA'MU'SU' ÑAPALEK
P00566,¡Tengo sueño!,¡YAWICHI'LEK!
P00567,Tengo sueño.,YAWICHI'LEK
P00568,He comido.,WERANEK'
P00569,¿Está muerto?,¿CHIMIÑI?
P00570,¿Es alto? (estatura - masculino),¿SHIPEN A'CHA?
P00571,¿Es alto? (estatura - femenino),¿SHILUN A'CHA?
P00572,¿Es alto? (muy arriba),¿MUSENKEK A'CHA?
P00573,¿Es gratis?,¿PA'CHI'ÑIN'CHA?
P00574,¿Está bueno?,¿MUPALLIN'CHA?
P00575,¿Es acá?,¿ASEK A'CHA?
P00576,¿Aquí?,¿ASEK?
P00577,¿Está aquí?,¿ASEK A'CHA?
P00578,¿Es seguro?,¿TEKINCHI'CHA?
P00579,¿Es verdad?,¿TEKINCHI'CHA?
P00580,¿Es ese?,¿NANA'CHA?
P00581,¿Es así?,¿NU'SU' NUKA'A?
P00582,¿Es este?,¿ASU' A'CHA?
P00583,Eso pasa.,NANA NAKULLI
P00584,Es mío.,KUAKIN NUKA'A
P00585,Está vivo.,NANPIPALLI
P00586,Está vacío.,INANTEK' NUKA'A
P00587,Está listo.,INSEK'DIPERPI ÑAPALLI
P00588,Está ahí.,NANEK ÑAPALLI
P00589,Es blanco.,DADAPU NUKA'A
P00590,Hace viento.,TANLUWATAPALLI
P00591,Jesús lloró.,KISHU WELLEK'LLI
P00592,¡Continúa!,¡TUPITER'!
P00593,¡Quédate tranquilo!,¡MUSU' LLIA'KER'!
P00594,¡Guarden silencio!,¡TA'TU'LA'KU!
P00595,Mantente quieto.,YALENMEK'TA
P00596,Manténgase quieto.,YALENMEK'TA
P00597,¡Déjale irse!,¡TA'ITULER' PA'I!
P00598,Déjalo entrar.,TA'ITULER' DA'ENCHA'I
P00599,¡Déjame salir!,¡TA'ITULA'U YUNSUE'CHEK!
P00600,Déjame ver.,TA'ITULA'U LLI'ECHEK
P00601,A ver.,ENTA'I'NA
P00602,Charlemos.,LUN'AWA'
P00603,Besémonos.,INMUSHA'WA'
P00604,Juguemos.,INDEKLLITAWA'
P00605,Renunciemos.,YUNSU'WA'
P00606,Cantemos.,TULUNER'AWA'
P00607,Nademos.,IDUNWA'
P00608,Conversemos.,LUN'AWA'
P00609,Votemos.,DEK'AWA'
P00610,Caminemos.,DEK'KUNTAWA'
P00611,Trabajemos.,SAKA'TAWA'
P00612,Levántalo.,USANKER'
P00613,Mira allí.,LLI'KER' NANEK
P00614,Mamá lloró.,AWA WELLEK'LLI
P00615,Sin comentarios.,MA'NEN' ÑI'ÑI LUN'AK'
P00616,Reemplázalo.,A'PAWILEK'KER'
P00617,Di papa.,TUKER' TATA
P00618,Sonría.,YAMERLADAKER'
P00619,Es vieja.,NAPI'DA' NUKA'A
P00620,Es guapa.,MULUNSHA NUKA'A
P00621,Canta.,TULUNER'KER'
P00622,Huele esto.,LANERKER' ASU'
P00623,Huelan esto.,LANERKU' ASU'
P00624,Empieza aquí.,TENMIAN'SUER' ASU'
P00625,Mantente alerta.,ÑAPAKER' INSEK'DIPERSU'
P00626,Mantente despierto.,ÑAPAKER' NANPILADASU'
P00627,Mantente cerca.,ÑAPAKER' KAWIK
P00628,Quédate ahí.,NANEK LLIA'KER'
P00629,¡Más rápido!,¡A'PINTA' WIUKSU'!
P00630,Detente ahí.,LLIA'KER' NANEK
P00631,Estudia mucho.,NINCHITER' WAPU'
P00632,¡Háblame!,¡LUNTUU!
P00633,¡Habla conmigo!,¡LUNKER' KUALEK!
P00634,Buen chico.,WILA MUKANKAN
P00635,Eso duele.,NANA IKERLLI
P00636,Eso funciona.,NANA SAKA'TAPALLI
P00637,Engañaron.,TUMU'LLINA'
P00638,Hicieron trampas.,ALLISEK NU'TAPALLINA'
P00639,Se quedaron.,LLIA'LLINA'
P00640,Se mantuvieron.,LLIA'LLINA'
P00641,Lo intentaron.,INDEK'LLINA'
P00642,Ellos votaron.,NAWA DEKLLINA'
P00643,Votaron.,DEKLLINA'
P00644,Hemos llegado.,EKTU'LEKWA'
P00645,Éste es.,ASU' NUKA'A
P00646,Esto funciona.,ASU' SAKA'TAPALLI
P00647,Esto trabaja.,ASU' SAKA'TAPALLI
P00648,Tomás eructó.,CHUMA EK'LLI
P00649,Tom llamó.,TOM PEKLU'TULLI
P00650,Tomás bailó.,CHUMA LANSA'LLI
P00651,Tom baila.,TOM LANSA'PALLI
P00652,Tom bebe.,TOM UWAPALLI
P00653,Tom toma.,TOM UWAPALLI
P00654,Tomás conduce.,CHUMA EKPA'PALLI
P00655,Tom fracasó.,TOM APER'LLI
P00656,Tom peleó.,TOM IDENMALLI
P00657,Tom luchó.,TOM IDENMALLI
P00658,Tom ayudó.,TOM KATU'PA'TULLI
P00659,Tom saltó.,TOM INDEK'LLI
P00660,Tom miró.,TOM LLI'TULLI
P00661,Tom asintió.,TOM TULLI AJÁ
P00662,Tom obedeció.,TOM LATEK'TULLI
P00663,Tomás llamó.,CHUMA PEKLU'TULLI 
P00664,Tomás llamó soplando hoja.,CHUMA PEKLU'TULLI PENMEK'TAN
P00665,Tom rezó.,TOM MALLA'LLI
P00666,Tom sonrió.,TOM YAMERLADALLI
P00667,Tom ronca.,TOM TUKULU'PALLI
P00668,Tom charló.,TOM LUNÑI
P00669,Tomás esperó.,CHUMA WA'TENTULLI
P00670,Tom caminó.,TOM DEK'KUNTULLI
P00671,Tom trabajó.,TOM SAKA'TULLI 
P00672,Tom bostezó.,TOM LAUKI'LLI
P00673,Tom gritó.,TOM LAMAPU'LLI
P00674,Tom llorará.,TOM WELLEK'ECHU
P00675,Tom morirá.,TOM CHIMINCHU
P00676,Tom pagará.,TOM PANWILEK'TECHU
P00677,Enciéndelo. (fuego),A'TENDER'
P00678,¿Fue divertido?,¿MULLI'NCHA'?
P00679,¿Era divertido?,¿MUWIÑIN?
P00680,Mira esto.,LLI'KER' ASU'
P00681,Miren esto.,LLI'KU' ASU'
P00682,Somos hombres.,ENMU'PINEN NUKA'KUDEK
P00683,Podemos ganar.,YENNITULEKWA' KANA'TAK
P00684,Nos divertimos.,SAKEKLEKWA'
P00685,Nos reímos.,YAMERLEK'WA'
P00686,Nos gusta.,IYA'TULEK'WA'
P00687,Lo hicimos.,NU'TULEK'WA'
P00688,Debemos irnos.,PA'A'KAWA'SU' ÑAPALLI
P00689,Lo queremos.,TANTENLEK'WA'
P00690,Fracasaremos.,TEKA'PER'ATERWA'
P00691,Ayudaremos.,KATU'PA'TATERWA'
P00692,Nosotros ayudaremos.,KUDA KATU'PA'TECHIDEK
P00693,Cantaremos.,TULUNER'ATERWA'
P00694,Esperaremos.,WA'TENTATERWA'
P00695,Trabajaremos.,SAKA'TATERWA'
P00696,Estamos ocupados.,A'ÑAPALLIDEK DUDIMPU' NU'TA'KAWA'SU'
P00697,Terminamos.,A'TA'WANTULLIDEK
P00698,Estamos acá.,ASEK ÑAPALLIDEK
P00699,Estamos perdidos.,WER'SU' ÑAPALLIDEK
P00700,Somos pobres.,KULLIKER'WI'ÑIDEK
P00701,Estamos hartos.,PERLLI'LLIDEK
P00702,Somos débiles.,SAPUTEK NUKA'KUDEK
P00703,¿Qué pasa?,¿MAPU'LA?
P00704,¿Dónde estoy?,¿ENÑUPA'CHA ÑAPALEK?
P00705,¿Quién gritó?,¿DEN LAMAPU'LLI?
P00706,¿Llamaste?,¿PEKLU'TULA?
P00707,Tú decides.,KENMA TECHU
P00708,Puedes irte.,YENNITULA PA'A'MASU'
P00709,Pueden irse.,YENNITULAMA' PA'A'MAMA'SU'
P00710,Fallaste.,APER'LA
P00711,Ya verás.,IPA' LLI'ECHU
P00712,Eres mala.,MUKANKANINPU' NUKA'MA
P00713,Estás vieja.,TASELLUN ÑAPALA
P00714,Estás triste.,WE'INUTUSU' ÑAPALA
P00715,¿Hemos terminado?,¿A'TA'WANTULEKWA'?
P00716,¿Estás loco?,¿WA'DANPINDEK ÑAPALA?
P00717,¿Estás enfadado?,¿YUSU' ÑAPALA?
P00718,¿Eres nuevo?,¿NAEKTU'KELLIA?
P00719,Como quieras.,KENMA LUWANTA'MASU'PU'SU'
P00720,Sé discreto.,LUNTEK YAÑITA
P00721,Estate preparado.,INSEK'DIPERSU' ÑAPAKER'
P00722,Sé puntual.,YATEK'DA'TA
P00723,Sé razonable.,INLLI'INUTER' MUSU'
P00724,Sé específico.,CHEKSU' ÑIKER'
P00725,Especifica más.,WINTU'U A'PINTA
P00726,Sé tolerante.,YAN'KATEK'TER'
P00727,Estate vigilante.,ÑAPER' LU'UK'TAN
P00728,Estate atento.,ÑAPER' LU'UK'TAN
P00729,¿Puedo comenzar?,¿YENNITULEK TENMIANSU'AK?
P00730,¿Podemos hablar?,¿YENNITULEKWA' LUN'AK?
P00731,¿Podemos conversar?,¿YENNITULEKWA' LUN'AK?
P00732,¿Puedes ver?,¿YENNITULAN'CHA LLI'TA'MAK?
P00733,Acercate.,KAWITER'
P00734,Cocíname (sin sopa).,AKUSUITU'U
P00735,Cocíname (con sopa).,KALUITU'U
P00736,Cuenta conmigo.,KUA KATU'PEKCHEN
P00737,¿Ganaste?,¿KANA'TULA?
P00738,Hazlo ahorita.,NU'TER' IPIA'LA
P00739,¿Juegas boliche?,¿INDEKLLITAPALA BULICHI?
P00740,No discutan.,YAINYUTUTAMA'
P00741,No copien.,NANA PU'SU' YANU'TUTAMA'
P00742,¡No dispares!,¡YAILANTUTA!
P00743,No chilles.,YALAMAPU'TA
P00744,No sonrías.,YAYAMERLADATA
P00745,No sonrían.,YAYAMERLADATAMA'
P00746,No fumes.,YAU'WA'TUTA
P00747,Termine esto.,A'TA'WANTER ASU'
P00748,Termina esto.,A'TA'WANTER ASU'
P00749,Terminen esto.,A'TA'WANTUKU' ASU'
P00750,Vístete.,ISHINWER'
P00751,¡Ponte serio!,¡ÑIKER' MUSU!
P00752,¿Ha venido?,¿UKLLIN'CHA?
P00753,Tome asiento.,DU'KER'
P00754,Él envejeció.,NANA TASERPITULLI
P00755,¡Ha venido!,¡WEK'LLI!
P00756,Tiene vino.,VINU' A'ÑAPALLI
P00757,Es feliz.,MUSU' NUKA'A
P00758,Le gustó.,IYATULLI
P00759,Está fingiendo.,INTEK APALLI
P00760,Está fingiendo comer.,INTEK WERANPALLI
P00761,¡Aquí estamos!,¡ASEK ÑAPALLIDEK!
P00762,Aquí estamos.,ASEK ÑAPALLIDEK
P00763,¡Qué curioso!,¡EMPU'NI ÑINCHIDINUSU'TA'!
P00764,Qué raro.,EMPU'NI LLI'INEK
P00765,Soy cocinero.,KALU'TUTEK' NUKA'KA
P00766,Estoy jodiendo.,A'PERCHAPALEK
P00767,Estoy leseando.,SI'LENTAPALEK
P00768,Lo compré.,MAPA'LEK
P00769,Puedo hacerlo.,YENNITULEK NU'TAK
P00770,Puedo compartir.,YENNITULEK A'NAÑIAK
P00771,Confesé.,LUNNEK 
P00772,No como.,KA'API'NEK
P00773,Como pan.,KA'APALEK TANTA'
P00774,Como fruta.,KA'APALEK WAYUPI
P00775,Tenía frío.,SANEK'WANTUWINEK
P00776,Te encontré.,KAPER'LLIEN
P00777,Me enfadé.,YULEK
P00778,Traigo noticias.,KERA'PILELLEK LA'LA'LUSA'
P00779,Tengo tiempo.,MANENNU'TAPI'NEK
P00780,Tengo vino.,VINU' A'ÑAPALEK
P00781,Te oí.,LAUK'LLIEN
P00782,Los conozco.,LUWER'CHAPADEKLEK
P00783,Me gustan.,IYATUDEKLEK
P00784,Vivo aquí.,ASEK NANPIPALEK
P00785,La amaba.,TANTENWINEK
P00786,Lo extrañaba.,LU'WANWINEK
P00787,Debo esconderme.,INSEK'KITA'KASU'ÑAPALLI
P00788,Necesito ayuda.,LUWANTULEK KATU'PA'
P00789,¡Necesito ayuda!,¡LUWANTULEK KATU'PA'!
P00790,Los necesito.,LUWANTUDEK'LEK
P00791,Necesito esto.,LUWANTULEK ASU'
P00792,Necesito tiempo.,INSEK'DIPERSU' ÑAPI'NEK
P00793,Leo labios.,ÑINCHITAPALEK MA'TAPALLINPA'
P00794,Vendo autos.,UKU'LATAPALEK WA'NATEKA'ASU'
P00795,Huelo gas.,LANERAPALEK GAS
P00796,Quiero más.,A'PINTA' LUWANTULEK
P00797,Quiero eso.,NANA LUWANTULEK
P00798,Quiero este.,ASU' LUWANTULEK
P00799,Estaba despierto.,ÑAPAWINEK NANPILADASU'
P00800,Estaba mareado.,ÑAPAWINEK LUPERSU'
P00801,Me despidieron.,USU'LLINER'KU 
P00802,Estaba desnudo.,INANPILATEK ÑAPAWINEK
P00803,Estaba cansado.,SAKA'TUSU' ÑAPAWINEK
P00804,Estaba equivocado.,PEKTUNSU' ÑAPAWINEK
P00805,Esperaré.,WA'TENTECHEK
P00806,Trabajo aquí.,SAKA'TAPALLEK ASEK
P00807,Lo probaré.,LATA'ECHEK
P00808,Soy finlandés.,FINLANDIS NUKA'KA
P00809,Soy turco.,TURKU NUKA'KA
P00810,Soy turca.,TURKA NUKA'KA
P00811,Soy panadero.,TANTA' NU'TUTEK NUKA'KA
P00812,Soy mujer.,KU'APER NUKA'KA
P00813,Tengo curiosidad.,ÑINCHIDINUPALEK
P00814,Estoy bailando.,LANSA'PALEK
P00815,Estoy comprometida.,ÑAPALEK ALA'SA' ENMU'PINENLEK
P00816,Estoy emocionado.,ÑAPALEK SAKEK'SU'
P00817,Estoy ayunando.,WERANPI'NEK
P00818,Estoy saludable.,ÑAPALEK MUDINUSU'
P00819,Me voy.,PA'ECHEK
P00820,Estoy casado.,ÑAPALEK SADASU'
P00821,Soy casado.,SADASU' NUKA'KA
P00822,Soy casada.,SUDASU' NUKA'KA
P00823,Estoy nervioso.,AMERCHA TEKUASU' ÑAPALEK
P00824,Soy neutral.,ÑIDENKINPU' NUKA'KA
P00825,Soy paciente.,WA'TENTUTEK NUKA'KA
P00826,Estoy leyendo.,LUNPALEK
P00827,Estoy descansando.,NERIAPALEK
P00828,Soy egoísta.,KUAKEKSA' LLI'INUPALEK
P00829,Estoy atrapado.,ÑAPALEK PILLI'PI
P00830,Estoy esperando.,WA'TENTAPALEK
P00831,Ignoralos.,LUWERCHINPU'DEKER
P00832,¿Para llevar?,¿EKPA'AK?
P00833,¿Está ventoso?,¿NAKUSU' TANLUWATULLI?
P00834,¿Es suyo?,¿KENMAKIN'CHA?
P00835,¿Es todo?,¿IÑER'A'CHA?
P00836,Pasó.,NAKULLI 
P00837,Eso sucedió.,NANA NAKULLI
P00838,Yo invito.,KUA PEKLU'TULEK
P00839,Me salvó.,KATU'PALUN
P00840,Estuvo chevere.,UCHA'PAYA ÑAPAWIÑI
P00841,Fue fácil.,SAKA'DEKINPU' ÑIWIÑI
P00842,Fue real.,ÑIWIÑI TEKINCHI
P00843,Es lunes.,LUNES NUKA'A
P00844,Todo bien.,IÑER MUSU'
P00845,Hace fresco.,TANLUWATAPALLI
P00846,Está nublado.,PULUNKER' WANTA'PALLI
P00847,Es inútil. (sujeto),MA'KINPU' NUKA'A
P00848,Sigue intentando.,INTEKLERIAPER'ILA
P00849,Déjame ayudarte.,TAITULA'U KATU'PE'CHEN
P00850,Házmelo saber.,A'ÑINCHITU'U
P00851,Déjame vivir.,TAITULA'U NANPIAK
P00852,¡Empecemos!,¡TENMIANSU'WA'!
P00853,Comencemos.,TENMIANSU'WA
P00854,Bailemos.,LANSA'WA'
P00855,¡Hagámoslo!,¡NU'TAWA'!
P00856,Entremos.,DA'AWA'
P00857,Vayámonos.,PA'AWA'
P00858,Míralo.,LLI'KER'
P00859,¡Muchas gracias!,¡YUSPEINET'ECHUN!
P00860,Memorízalo.,SEKDIPERKER' MUTU'PENKEK
P00861,Nadie murió.,ÑIDEN CHIMII'ÑI
P00862,Nadie vino.,ÑIDEN U'I'ÑI
P00863,Nadie mintió.,ÑIDEN TUMUI'ÑI
P00864,Ahora ayúdame.,IPA'LA KATUPA'U
P00865,Ahora resiste.,IPA'LA YAN'KATEKTER'
P00866,Ahora sigue.,IPA'LA TUPITER'
P00867,Ahora continúa.,IPA'LA TUPITER'
P00868,Ahora prosigue.,IPA'LA TUPITER'
P00869,Ahora callate.,IPA'LA TA'TULER'
P00870,Bájalo.,U'NU'WANGER'
P00871,Ponte esto.,I'SHIKER' ASU'
P00872,Póngase esto.,I'SHIKER' ASU'
P00873,Libérale.,APU'KER'
P00874,Recuérdalo.,LI'INUTER'
P00875,Mándalo dentro.,AKU'KER' KINEKLA
P00876,Mándalo adentro.,AKU'KER' KINEKLA
P00877,Mándenlo adentro.,AKU'KU' KINEKLA
P00878,¿Nos vamos?,¿PA'ATER'?
P00879,¿Debería ir?,¿PA'ECHEK'ATA'?
P00880,Muéstrame cómo.,A'LI'U MA'PU'SU'
P00881,Háblame.,LUNTUU
P00882,¡Dejad sitio!,¡TA'ITUKU' DU'AK!
P00883,¡Quieto ahí!,¡YALENMEKTA NANEK!
P00884,¡Quédate quieto!,¡LIA'KER' YALENMEKTA!
P00885,¡Alto! ¡Ladrón!,¡WANERKER'! ¡APECHUTEK!
P00886,Descansad.,NERIKER'
P00887,Actúa.,NU'TER'
P00888,Eso ayudó.,NANA KATU'PA'TULLI
P00889,Está mojado.,WIWERSU' ÑAPALLI
P00890,¡Allá está!,¡NANEK ÑAPALLI!
P00891,Se quemaron.,UKER'LLINA'
P00892,Llamaron.,PEKLU'TULLINA'
P00893,Bailaron.,LANSA'LLINA'
P00894,Lo hicieron.,NU'TULLINA'
P00895,Lo lograron.,NU'TULLINA'
P00896,Se abrazaron.,INWIPERI'LLINA'
P00897,Se besaron.,INMUSHA'LLINA'
P00898,Obedecieron.,LATEKTULLINA'
P00899,Sonrieron.,YAMERLADALLINA'
P00900,Esperaron.,WA'TENTULLINA'
P00901,Caminaron.,DEK'KUNTULLINA'
P00902,Ellos caminaron.,NAWA DEK'KUNTILLINA'
P00903,Pasearon.,DA'LLINA'
P00904,Ellos gritaron.,NAWA LAMAPU'LLINA'
P00905,Esto apesta.,ASU' ANALLI
P00906,Tom llegó.,TOM EKTU'LLI
P00907,Tom cambió.,TOM A'PAWILLEK'LLI
P00908,Tom varió.,TOM A'PAWILLEK'LLI
P00909,Tomás aplaudió.,TOMAS INLLIPU'ITE'LALLI
P00910,Tom decidió.,TOM WADUÑI
P00911,Tom escapó.,TOM CHI'YE'KLLI
P00912,Tom espiró.,TOM DEKLLI NERIDEKNEN
P00913,Tom gruñó.,TOM MERMIÑI
P00914,Tom inhaló.,TOM LANERLLI
P00915,Tom escucha.,TOM LAUKTAPALLI
P00916,Tom estornudó.,TOM A'SHULLI
P00917,Tom enseña.,TOM A'LEKTAPALLI
P00918,Tom ayudará.,TOM KATU'PA'TECHU
P00919,Pruébate este.,LATAKER' ASU'
P00920,Apágalo.,A'TASHUNKER'
P00921,Esperame.,WA'TEN'U
P00922,Espéranos.,WA'TEN'U'KUDEK
P00923,Despertalo.,A'NAMBIKER'
P00924,Camina lentamente.,DEKUNDER' UTI'LA
P00925,¿Estaba equivocada?,¿ÑAPAWINEK PEKTUNSU'?
P00926,¿Hacía frío?,¿SANEKWANWIÑI?
P00927,¿Estuvo bueno?,¿MUSU'ÑAPAWIÑI?
P00928,Estamos aquí.,ASEK ÑAPALLIDEK
P00929,Comimos huevos.,KA'LLIDEK KADU'
P00930,Podemos ayudar.,YINNITULLIDEK KATU'PA'TAK
P00931,Podemos hablar.,YINNITULLIDEK LUNNAK
P00932,Podemos esperar.,YINNITULLIDEK WA'TENTAK
P00933,Nos perdimos.,WER'LLIDEK
P00934,Te queremos.,TANDENÑIDEN
P00935,Te amamos.,TANDENÑIDEN
P00936,Te extrañamos.,LU'WANÑIDEN
P00937,Te necesitamos.,LUWANTULLIDEN
P00938,Nos recordamos.,LLI'INUTAPALLIDEK
P00939,Sobrevivimos.,CHIMINLLINKEKLA NAMPIPALEKWA'
P00940,Nosotros conduciremos.,KUDA EKPEKCHIDEK
P00941,Nosotros compartiremos.,KUDA A'NAÑIECHIDEK
P00942,Compartiremos.,A'NAÑIECHIDEK
P00943,Estamos despiertos.,NAMPILALASU' ÑAPALIDEK
P00944,Estamos limpios.,PEKUIPI ÑAPALIDEK
P00945,Estamos listos.,INSEKDIPERPI ÑAPALIDEK
P00946,Lo sentimos.,WE'INUTULIDEK
P00947,Estamos cansados.,SAKA'TUSU' ÑAPALIDEK
P00948,Somos gemelos.,INSILAN NUKA'KAWA'
P00949,Somos jóvenes.,NADI'NEK NUKA'KAWA'
P00950,¡Qué burro!,¡MA'NEN ÑINCHICHI'NA!
P00951,¡Qué imbécil!,¡MA'NEN ÑINCHICHI'NA!
P00952,¡Qué pérdida!,¡EMBU'NI WER'IPA'!
P00953,¡Qué desastre!,¡EMBU'NI PANGER'IPA'!
P00954,¡Qué mugre!,!EMBU'NI UCHUTEK'IPA'!
P00955,¡Qué confusión!,¡EMBU'NI LUWER'CHI'ÑI!
P00956,Qué dolor.,EMBU'NI IKER'IPA'
P00957,Qué lástima.,EMBU'NI WE'INUIPA'
P00958,Qué pena.,EMBU'NI WE'INUIPA'
P00959,¡Qué lástima!,!EMBU'NI WE'INUIPA'!
P00960,¡Qué equipo!,MUMU'WANBALEK
P00961,¿Quiénes sois?,¿DENLUSA'ACHA?
P00962,¿Quién sos?,¿DENKENA'CHA?
P00963,¿Quién vitoreó?,¿DEN INLLIPU'ITEKLATULLI?
P00964,¿Quién escapó?,¿DEN CHI'YEKLLI?
