pair_id,problem_types,all_details,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P01188,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Cuéntanos más.,WINTU'UDEK A'PINTA',cuéntanos más.,wintu'udek a'pinta'
P01345,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Hazlo rápidamente.,WIU'SU' NU'TER',hazlo rápidamente.,wiu'su' nu'ter'
P01346,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Hágalo rápido.,WIU'SU' NU'TER',hágalo rápido.,wiu'su' nu'ter'
P02027,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero conducir.,YAEKPA'LEK,quiero conducir.,yaekpa'lek
P02028,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero manejar.,YAEKPA'LEK,quiero manejar.,yaekpa'lek
P00494,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,No grites.,YALAMAPU'TA,no grites.,yalamapu'ta
P00743,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,No chilles.,YALAMAPU'TA,no chilles.,yalamapu'ta
P00596,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Manténgase quieto.,YALENMEK'TA,manténgase quieto.,yalenmek'ta
P00183,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Reí.,YAMERLEK',reí.,yamerlek'
P00326,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Me reí.,YAMERLEK',me reí.,yamerlek'
P00081,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Resista.,YAN'KATEK'TER',resista.,yan'katek'ter'
P00082,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Resiste.,YAN'KATEK'TER',resiste.,yan'katek'ter'
P00726,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Sé tolerante.,YAN'KATEK'TER',sé tolerante.,yan'katek'ter'
P01058,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero saberlo.,YAÑINCHITULEK,quiero saberlo.,yañinchitulek
P02029,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero aprender.,YAÑINCHITULEK,quiero aprender.,yañinchitulek
P00314,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy ocupada.,YEN'NICHI'NEK,estoy ocupada.,yen'nichi'nek
P00315,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy ocupado.,YEN'NICHI'NEK,estoy ocupado.,yen'nichi'nek
P00769,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Puedo hacerlo.,YENNITULEK NU'TAK,puedo hacerlo.,yennitulek nu'tak
P01788,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Puede hacerse.,YENNITULEK NU'TAK,puede hacerse.,yennitulek nu'tak
P00605,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Renunciemos.,YUNSU'WA',renunciemos.,yunsu'wa'
P01148,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Salgamos.,YUNSU'WA',salgamos.,yunsu'wa'
P00335,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy enojado.,YUSU' ÑAPALEK,estoy enojado.,yusu' ñapalek
P01109,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy indignado.,YUSU' ÑAPALEK,estoy indignado.,yusu' ñapalek
P01765,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Lo regañaré.,YUTE'CHEK,lo regañaré.,yute'chek
P01766,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Le reñiré.,YUTE'CHEK,le reñiré.,yute'chek
P01986,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Dámelas!,¡ENKA'U!,¡dámelas!,¡enka'u!
P01987,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Dámelos!,¡ENKA'U!,¡dámelos!,¡enka'u!
P01245,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Lo conseguimos!,¡KANANEKWA'!,¡lo conseguimos!,¡kananekwa'!
P01246,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Lo logramos!,¡KANANEKWA'!,¡lo logramos!,¡kananekwa'!
P00008,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Ayuda!,¡KATU'PA'!,¡ayuda!,¡katu'pa'!
P00010,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Auxilio!,¡KATU'PA'!,¡auxilio!,¡katu'pa'!
P00463,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Ten cuidado!,¡LI'KER'LA!,¡ten cuidado!,¡li'ker'la!
P00464,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Sé cuidadoso!,¡LI'KER'LA!,¡sé cuidadoso!,¡li'ker'la!
P00950,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Qué burro!,¡MA'NEN ÑINCHICHI'NA!,¡qué burro!,¡ma'nen ñinchichi'na!
P00951,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Qué imbécil!,¡MA'NEN ÑINCHICHI'NA!,¡qué imbécil!,¡ma'nen ñinchichi'na!
P00065,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Largo!,¡PAKER'!,¡largo!,¡paker'!
P00067,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Vete ya!,¡PAKER'!,¡vete ya!,¡paker'!
P00070,many_to_one_shiwilu,SHIWILU tiene 4 traducciones ESP diferentes,¡Hasta luego!,¡PANTE'CHEK!,¡hasta luego!,¡pante'chek!
P00071,many_to_one_shiwilu,SHIWILU tiene 4 traducciones ESP diferentes,¡Chau!,¡PANTE'CHEK!,¡chau!,¡pante'chek!
P01167,many_to_one_shiwilu,SHIWILU tiene 4 traducciones ESP diferentes,¡Hasta pronto!,¡PANTE'CHEK!,¡hasta pronto!,¡pante'chek!
P01168,many_to_one_shiwilu,SHIWILU tiene 4 traducciones ESP diferentes,Hasta entonces.,¡PANTE'CHEK!,hasta entonces.,¡pante'chek!
P01180,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Felices sueños!,¡U'CHIMUSHA WICHI'KER'!,¡felices sueños!,¡u'chimusha wichi'ker'!
P01181,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Dulces sueños!,¡U'CHIMUSHA WICHI'KER'!,¡dulces sueños!,¡u'chimusha wichi'ker'!
P00479,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Ven rápido!,¡WENCHER' WIUKSU'!,¡ven rápido!,¡wencher' wiuksu'!
P00480,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Vení rápido!,¡WENCHER' WIUKSU'!,¡vení rápido!,¡wencher' wiuksu'!
P00046,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Gracias!,¡YUSPEINET'ECHUN!,¡gracias!,¡yuspeinet'echun!
P00859,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Muchas gracias!,¡YUSPEINET'ECHUN!,¡muchas gracias!,¡yuspeinet'echun!
P00715,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Hemos terminado?,¿A'TA'WANTULEKWA'?,¿hemos terminado?,¿a'ta'wantulekwa'?
P01933,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Terminamos?,¿A'TA'WANTULEKWA'?,¿terminamos?,¿a'ta'wantulekwa'?
P00575,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Es acá?,¿ASEK A'CHA?,¿es acá?,¿asek a'cha?
P00577,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Está aquí?,¿ASEK A'CHA?,¿está aquí?,¿asek a'cha?
P01262,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Quién empieza?,¿DEN TENMIAN'SU'LLI?,¿quién empieza?,¿den tenmian'su'lli?
P01263,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Quién parte?,¿DEN TENMIAN'SU'LLI?,¿quién parte?,¿den tenmian'su'lli?
P00129,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Quién corría?,¿DEN'INA' TEKA'LLI?,¿quién corría?,¿den'ina' teka'lli?
P00130,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Quién corrió?,¿DEN'INA' TEKA'LLI?,¿quién corrió?,¿den'ina' teka'lli?
P02193,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Quien ayudó?,¿DEN'KATU'PA'TULLI?,¿quien ayudó?,¿den'katu'pa'tulli?
P02194,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Quién contribuyó?,¿DEN'KATU'PA'TULLI?,¿quién contribuyó?,¿den'katu'pa'tulli?
P01975,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Tú crees?,¿KENMA LATEKTAPALA?,¿tú crees?,¿kenma latektapala?
P01976,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Usted cree?,¿KENMA LATEKTAPALA?,¿usted cree?,¿kenma latektapala?
P01026,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Usted ronca?,¿KENMA TUKULU'PALA?,¿usted ronca?,¿kenma tukulu'pala?
P01027,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Tú roncas?,¿KENMA TUKULU'PALA?,¿tú roncas?,¿kenma tukulu'pala?
P00024,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Entendiste?,¿LACHEK'LA?,¿entendiste?,¿lachek'la?
P01667,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Entendió?,¿LACHEK'LA?,¿entendió?,¿lachek'la?
P01672,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Me oyes?,¿LAUK'APALUN?,¿me oyes?,¿lauk'apalun?
P01673,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Me escuchás?,¿LAUK'APALUN?,¿me escuchás?,¿lauk'apalun?
P01312,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,¿Estás borracho?,¿LUPERSU' ÑAPALA?,¿estás borracho?,¿lupersu' ñapala?
P01313,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,¿Estás ebrio?,¿LUPERSU' ÑAPALA?,¿estás ebrio?,¿lupersu' ñapala?
P01314,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,¿Estás embriagado?,¿LUPERSU' ÑAPALA?,¿estás embriagado?,¿lupersu' ñapala?
P01678,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Me quieres?,¿LUWANTULUN?,¿me quieres?,¿luwantulun?
P01679,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Me amas?,¿LUWANTULUN?,¿me amas?,¿luwantulun?
P01963,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Me querías?,¿LUWANTUWINUN?,¿me querías?,¿luwantuwinun?
P01964,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Me amabas?,¿LUWANTUWINUN?,¿me amabas?,¿luwantuwinun?
P01936,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Estás saludable?,¿MUDINU'PALA?,¿estás saludable?,¿mudinu'pala?
P01937,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Estás sano?,¿MUDINU'PALA?,¿estás sano?,¿mudinu'pala?
P00992,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Está segura?,¿TEKINCHI'CHA' ÑAPALA?,¿está segura?,¿tekinchi'cha' ñapala?
P00993,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Está seguro?,¿TEKINCHI'CHA' ÑAPALA?,¿está seguro?,¿tekinchi'cha' ñapala?
P00578,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Es seguro?,¿TEKINCHI'CHA?,¿es seguro?,¿tekinchi'cha?
P00579,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Es verdad?,¿TEKINCHI'CHA?,¿es verdad?,¿tekinchi'cha?
P00044,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿En serio?,¿TEKINCHI?,¿en serio?,¿tekinchi?
P00045,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿La verdad?,¿TEKINCHI?,¿la verdad?,¿tekinchi?
P01838,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Empezamos?,¿TENMIANSU'TER?,¿empezamos?,¿tenmiansu'ter?
P01839,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Comenzamos?,¿TENMIANSU'TER?,¿comenzamos?,¿tenmiansu'ter?
P01646,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Vendrás?,¿WENCHE'CHUN?,¿vendrás?,¿wenche'chun?
P01647,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Vienes?,¿WENCHE'CHUN?,¿vienes?,¿wenche'chun?
P01691,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Has comido?,¿WERANA?,¿has comido?,¿werana?
P01692,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Comiste?,¿WERANA?,¿comiste?,¿werana?
P01656,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Podemos proseguir?,¿YENNITATERWA TUPITAK?,¿podemos proseguir?,¿yennitaterwa tupitak?
P01657,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Podemos continuar?,¿YENNITATERWA TUPITAK?,¿podemos continuar?,¿yennitaterwa tupitak?
P01651,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Puedo ayudarle?,¿YENNITULEK KATU'PA'A'KIK?,¿puedo ayudarle?,¿yennitulek katu'pa'a'kik?
P01652,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Puedo ayudarte?,¿YENNITULEK KATU'PA'A'KIK?,¿puedo ayudarte?,¿yennitulek katu'pa'a'kik?
P00730,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Podemos hablar?,¿YENNITULEKWA' LUN'AK?,¿podemos hablar?,¿yennitulekwa' lun'ak?
P00731,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Podemos conversar?,¿YENNITULEKWA' LUN'AK?,¿podemos conversar?,¿yennitulekwa' lun'ak?
P00717,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Estás enfadado?,¿YUSU' ÑAPALA?,¿estás enfadado?,¿yusu' ñapala?
P01310,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¿Estás enojada?,¿YUSU' ÑAPALA?,¿estás enojada?,¿yusu' ñapala?
P01116,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy exhausto.,ÑAPALEK SAKA'TUSU',estoy exhausto.,ñapalek saka'tusu'
P01117,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy reventado.,ÑAPALEK SAKA'TUSU',estoy reventado.,ñapalek saka'tusu'
P00727,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estate vigilante.,ÑAPER' LU'UK'TAN,estate vigilante.,ñaper' lu'uk'tan
P00728,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estate atento.,ÑAPER' LU'UK'TAN,estate atento.,ñaper' lu'uk'tan
P00031,suspicious_content|length_issue,"ESP muy largo (4 palabras, umbral: 3); ESP mucho más largo que SHIWILU (ratio: 4.00) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Perdí. (opuesto de ganar),WER'LLIEK,perdí. (opuesto de ganar),wer'lliek
P00087,length_issue,"ESP muy largo (4 palabras, umbral: 3); ESP mucho más largo que SHIWILU (ratio: 4.00)",Me voy a dormir,WICHIN'DEK'CHEK,me voy a dormir,wichin'dek'chek
P00192,suspicious_content|length_issue,"ESP muy largo (4 palabras, umbral: 3); ESP mucho más largo que SHIWILU (ratio: 4.00) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Estoy tranquilo. (estoy bien),U'CHIMUÑAPALEK,estoy tranquilo. (estoy bien),u'chimuñapalek
P00194,suspicious_content|length_issue,"ESP muy largo (4 palabras, umbral: 3); ESP mucho más largo que SHIWILU (ratio: 4.00) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Soy justo. (soy bueno),MUKANKANKU',soy justo. (soy bueno),mukankanku'
P00195,suspicious_content|length_issue,"ESP muy largo (5 palabras, umbral: 3); ESP mucho más largo que SHIWILU (ratio: 5.00) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Soy bueno. (hacer bien algo),U'CHIMUKU,soy bueno. (hacer bien algo),u'chimuku
P00206,suspicious_content|length_issue,"ESP muy largo (6 palabras, umbral: 3); ESP mucho más largo que SHIWILU (ratio: 6.00) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Soy malo. (hacer mal las cosas),MUI'NEK,soy malo. (hacer mal las cosas),mui'nek
P00570,suspicious_content|length_issue,"ESP muy largo (5 palabras, umbral: 3) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",¿Es alto? (estatura - masculino),¿SHIPEN A'CHA?,¿es alto? (estatura - masculino),¿shipen a'cha?
P00571,suspicious_content|length_issue,"ESP muy largo (5 palabras, umbral: 3) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",¿Es alto? (estatura - femenino),¿SHILUN A'CHA?,¿es alto? (estatura - femenino),¿shilun a'cha?
P00572,suspicious_content|length_issue,"ESP muy largo (4 palabras, umbral: 3) || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",¿Es alto? (muy arriba),¿MUSENKEK A'CHA?,¿es alto? (muy arriba),¿musenkek a'cha?
P00664,length_issue,"ESP muy largo (4 palabras, umbral: 3)",Tomás llamó soplando hoja.,CHUMA PEKLU'TULLI PENMEK'TAN,tomás llamó soplando hoja.,chuma peklu'tulli penmek'tan
P01401,suspicious_content|length_issue,"SHIWILU muy largo (5 palabras, umbral: 3) || SHIWILU contiene paréntesis (posible glosa); SHIWILU contiene caracteres sospechosos: ['/', '(', ')']",Me casé.,SADALEK (hombre) / SUDALEK (mujer),me casé.,sadalek (hombre) / sudalek (mujer)
P01643,length_issue,"ESP muy largo (5 palabras, umbral: 3)",¿Estoy calificado para el trabajo?,¿MUPALEK SAKA'TUNANKI?,¿estoy calificado para el trabajo?,¿mupalek saka'tunanki?
P01801,length_issue,"ESP muy largo (4 palabras, umbral: 3)",Es mes de navidad.,ÑIÑUDUKER' NUKA'A,es mes de navidad.,ñiñuduker' nuka'a
P00016,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']","¡Oh, no! (masculino)",¡SHAW!,"¡oh, no! (masculino)",¡shaw!
P00017,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']","¡Oh, no! (femenino)",¡ASHA!,"¡oh, no! (femenino)",¡asha!
P00022,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Levanta. (pararse),YUNSANKER',levanta. (pararse),yunsanker'
P00032,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Perdí. (extraviar),A'WER'LLIEK,perdí. (extraviar),a'wer'lliek
P00048,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Pruébalo. (saborear),LATA'KER,pruébalo. (saborear),lata'ker
P00049,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Pruébalo. (intentar),TEKLE'RIER',pruébalo. (intentar),tekle'rier'
P00105,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Enséñamelo. (pasar conocimiento),ALEK'U,enséñamelo. (pasar conocimiento),alek'u
P00109,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Páralo. (poner vertical),A'WANERKER',páralo. (poner vertical),a'wanerker'
P00113,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Macambo (fruta),MAKER,macambo (fruta),maker
P00153,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Adelante. (parte superior),EKTER,adelante. (parte superior),ekter
P00191,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Está calmando. (dolor),LATADA'PILALLI,está calmando. (dolor),latada'pilalli
P00205,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Soy malo. (maldad),MUKANKAINPU' NUKA'KA,soy malo. (maldad),mukankainpu' nuka'ka
P00211,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Soy delgado. (masculino),SHAMU'PENSU' NUKA'KA,soy delgado. (masculino),shamu'pensu' nuka'ka
P00212,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Soy delgada. (femenino),SHAMU'LUNSU' NUKA'KA,soy delgada. (femenino),shamu'lunsu' nuka'ka
P00218,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Estoy listo. (preparado),INSEK'DIPERPIKU' NUKA'KA,estoy listo. (preparado),insek'diperpiku' nuka'ka
P00263,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Prueben esto. (saborear),LATA'KU' ASU',prueben esto. (saborear),lata'ku' asu'
P00264,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Prueba esto. (saborear),LATA'KER' ASU',prueba esto. (saborear),lata'ker' asu'
P00368,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Es agradable. (persona),MUKANKAN,es agradable. (persona),mukankan
P00677,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Enciéndelo. (fuego),A'TENDER',enciéndelo. (fuego),a'tender'
P00734,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Cocíname (sin sopa).,AKUSUITU'U,cocíname (sin sopa).,akusuitu'u
P00735,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Cocíname (con sopa).,KALUITU'U,cocíname (con sopa).,kaluitu'u
P00847,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Es inútil. (sujeto),MA'KINPU' NUKA'A,es inútil. (sujeto),ma'kinpu' nuka'a
P01042,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Toma otro. (beber),UKER' ALI'LA',toma otro. (beber),uker' ali'la'
P01043,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Toma otro. (sostener),MA'ATASU' ALI'LA',toma otro. (sostener),ma'atasu' ali'la'
P01126,suspicious_content,"ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Me toca. (tocar),PATA'LLIU,me toca. (tocar),pata'lliu
